#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2014-12-01 00:00:00+00:00 2017-01-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	tmpc	p01m
LGA	2016-02-22 05:51	6.70	  0.0
NYC	2016-02-22 06:51	6.10	  0.0
LGA	2016-02-22 06:51	6.10	  0.0
JFK	2016-02-22 06:51	5.60	  0.0
NYC	2016-02-22 07:51	5.60	  0.0
LGA	2016-02-22 07:51	5.60	  0.0
JFK	2016-02-22 07:51	5.60	  0.0
JFK	2016-02-22 08:51	3.90	  0.0
LGA	2016-02-22 08:51	5.00	  0.0
NYC	2016-02-22 08:51	4.40	  0.0
JFK	2016-02-22 09:51	3.90	  0.0
NYC	2016-02-22 09:51	4.40	  0.0
LGA	2016-02-22 09:51	4.40	  0.0
NYC	2016-02-22 10:51	3.90	  0.0
LGA	2016-02-22 10:51	4.40	  0.0
JFK	2016-02-22 10:51	3.90	  0.0
JFK	2016-02-22 11:51	3.30	  0.0
NYC	2016-02-22 11:51	3.30	  0.0
LGA	2016-02-22 11:51	4.40	  0.0
LGA	2016-02-22 12:51	5.00	  0.0
NYC	2016-02-22 12:51	4.40	  0.0
JFK	2016-02-22 12:51	5.00	  0.0
LGA	2016-02-22 13:51	6.10	  0.0
NYC	2016-02-22 13:51	5.60	  0.0
JFK	2016-02-22 13:51	6.70	  0.0
JFK	2016-02-22 14:51	7.80	  0.0
LGA	2016-02-22 14:51	6.70	  0.0
NYC	2016-02-22 14:51	6.10	  0.0
LGA	2016-02-22 15:51	7.80	  0.0
NYC	2016-02-22 15:51	6.70	  0.0
JFK	2016-02-22 15:51	8.30	  0.0
JFK	2016-02-22 16:51	9.40	  0.0
LGA	2016-02-22 16:51	8.90	  0.0
NYC	2016-02-22 16:51	8.30	  0.0
JFK	2016-02-22 17:51	10.00	  0.0
LGA	2016-02-22 17:51	10.00	  0.0
NYC	2016-02-22 17:51	9.40	  0.0
JFK	2016-02-22 18:02	9.00	  0.0
LGA	2016-02-22 18:51	10.60	  0.0
JFK	2016-02-22 18:51	9.40	  0.0
NYC	2016-02-22 18:51	10.60	  0.0
NYC	2016-02-22 19:51	10.60	  0.0
LGA	2016-02-22 19:51	11.70	  0.0
JFK	2016-02-22 19:51	8.90	  0.0
JFK	2016-02-22 20:51	8.30	  0.0
LGA	2016-02-22 20:51	11.70	  0.0
NYC	2016-02-22 20:51	11.10	  0.0
LGA	2016-02-22 21:51	10.60	  0.0
NYC	2016-02-22 21:51	10.60	  0.0
JFK	2016-02-22 21:51	8.30	  0.0
NYC	2016-02-22 22:51	9.40	  0.0
JFK	2016-02-22 22:51	6.10	  0.0
LGA	2016-02-22 22:51	9.40	  0.0
NYC	2016-02-22 23:51	6.70	  0.0
LGA	2016-02-22 23:51	6.70	  0.0
JFK	2016-02-22 23:51	5.00	  0.0
JFK	2016-02-23 00:51	4.40	  0.0
NYC	2016-02-23 00:51	6.70	  0.0
LGA	2016-02-23 00:51	6.70	  0.0
LGA	2016-02-23 01:51	6.70	  0.0
NYC	2016-02-23 01:51	7.20	  0.0
JFK	2016-02-23 01:51	4.40	  0.0
LGA	2016-02-23 02:51	5.00	  0.0
JFK	2016-02-23 02:51	2.80	  0.0
NYC	2016-02-23 02:51	5.00	  0.0
NYC	2016-02-23 03:51	5.00	  0.0
LGA	2016-02-23 03:51	4.40	  0.0
JFK	2016-02-23 03:51	2.80	  0.0
LGA	2016-02-23 04:51	3.30	  0.0
JFK	2016-02-23 04:51	3.90	  0.0
NYC	2016-02-23 04:51	3.90	  0.0
NYC	2016-02-23 05:51	3.30	  0.0
LGA	2016-02-23 05:51	3.30	  0.0
JFK	2016-02-23 05:51	3.30	  0.0
LGA	2016-02-23 06:51	2.80	  0.0
NYC	2016-02-23 06:51	2.80	  0.0
JFK	2016-02-23 06:51	2.80	  0.0
JFK	2016-02-23 07:51	2.80	  0.0
NYC	2016-02-23 07:51	2.20	  0.0
LGA	2016-02-23 07:51	2.80	  0.0
LGA	2016-02-23 08:51	2.20	  0.0
JFK	2016-02-23 08:51	2.20	  0.0
NYC	2016-02-23 08:51	2.20	  0.0
LGA	2016-02-23 09:51	2.20	  0.0
JFK	2016-02-23 09:51	2.80	  0.0
NYC	2016-02-23 09:51	2.20	  0.0
JFK	2016-02-23 10:51	2.80	  0.0
NYC	2016-02-23 10:51	2.80	  0.0
LGA	2016-02-23 10:51	2.80	  0.0
NYC	2016-02-23 11:03	2.80	  0.0
LGA	2016-02-23 11:12	3.00	  0.0
NYC	2016-02-23 11:16	2.80	  0.0
LGA	2016-02-23 11:38	3.00	  0.0
JFK	2016-02-23 11:51	3.90	  0.0
NYC	2016-02-23 11:51	3.30	  0.0
LGA	2016-02-23 11:51	3.30	  0.0
NYC	2016-02-23 12:42	3.90	  0.0
NYC	2016-02-23 12:51	3.90	  0.0
LGA	2016-02-23 12:51	3.90	  0.0
JFK	2016-02-23 12:51	5.60	  0.0
NYC	2016-02-23 13:36	3.90	  0.0
LGA	2016-02-23 13:40	4.00	  0.0
NYC	2016-02-23 13:51	3.90	  0.0
JFK	2016-02-23 13:51	5.60	  0.0
LGA	2016-02-23 13:51	4.40	  0.0
LGA	2016-02-23 14:51	4.40	  0.0
NYC	2016-02-23 14:51	3.90	  0.0
JFK	2016-02-23 14:51	5.60	  0.0
JFK	2016-02-23 15:51	6.10	  0.0
NYC	2016-02-23 15:51	3.30	  0.0
LGA	2016-02-23 15:51	5.00	  0.0
JFK	2016-02-23 16:51	5.00	 0.29
NYC	2016-02-23 16:51	2.80	  0.0
LGA	2016-02-23 16:51	3.30	  0.0
NYC	2016-02-23 17:51	2.80	 0.29
JFK	2016-02-23 17:51	5.00	 0.89
LGA	2016-02-23 17:51	2.80	 0.29
NYC	2016-02-23 18:28	2.80	 0.54
NYC	2016-02-23 18:51	2.80	  0.6
JFK	2016-02-23 18:51	5.00	 2.09
LGA	2016-02-23 18:51	2.80	 0.89
LGA	2016-02-23 19:18	3.00	 0.83
NYC	2016-02-23 19:23	2.20	 0.65
JFK	2016-02-23 19:27	4.00	 1.13
LGA	2016-02-23 19:51	3.30	 0.29
JFK	2016-02-23 19:51	4.40	 1.79
NYC	2016-02-23 19:51	2.20	 0.29
JFK	2016-02-23 20:44	4.00	  0.0
JFK	2016-02-23 20:51	4.40	 0.29
LGA	2016-02-23 20:51	3.30	 0.29
NYC	2016-02-23 20:51	2.20	 0.89
NYC	2016-02-23 21:51	2.20	  0.0
JFK	2016-02-23 21:51	3.90	 0.29
LGA	2016-02-23 21:51	3.30	  0.0
JFK	2016-02-23 22:51	3.30	  0.6
NYC	2016-02-23 22:51	1.70	  0.6
LGA	2016-02-23 22:51	2.80	  0.0
LGA	2016-02-23 23:51	2.80	 0.29
NYC	2016-02-23 23:51	1.70	 0.29
JFK	2016-02-23 23:51	3.30	  0.0
JFK	2016-02-24 00:48	3.00	  0.0
NYC	2016-02-24 00:51	1.70	 0.29
LGA	2016-02-24 00:51	2.20	 0.29
JFK	2016-02-24 00:51	3.30	  0.6
NYC	2016-02-24 01:18	1.70	  3.4
JFK	2016-02-24 01:24	3.00	 0.62
LGA	2016-02-24 01:26	3.00	 2.35
NYC	2016-02-24 01:31	1.70	 2.94
LGA	2016-02-24 01:51	2.20	 1.79
NYC	2016-02-24 01:51	1.70	 2.39
JFK	2016-02-24 01:51	3.30	  0.6
NYC	2016-02-24 02:39	1.70	 1.57
NYC	2016-02-24 02:49	2.00	 1.25
NYC	2016-02-24 02:51	1.70	 1.49
JFK	2016-02-24 02:51	3.30	  0.0
LGA	2016-02-24 02:51	2.20	 0.89
NYC	2016-02-24 03:05	1.70	  3.0
NYC	2016-02-24 03:15	1.70	 2.04
JFK	2016-02-24 03:35	3.00	 0.43
NYC	2016-02-24 03:51	1.70	  0.6
LGA	2016-02-24 03:51	2.20	  0.6
JFK	2016-02-24 03:51	3.30	  0.6
NYC	2016-02-24 04:13	1.70	 1.15
NYC	2016-02-24 04:24	1.70	 1.28
NYC	2016-02-24 04:51	2.20	  1.2
LGA	2016-02-24 04:51	2.20	  0.6
JFK	2016-02-24 04:51	3.30	  0.6
NYC	2016-02-24 05:40	2.20	 0.77
JFK	2016-02-24 05:51	3.30	 0.29
NYC	2016-02-24 05:51	2.20	  0.6
LGA	2016-02-24 05:51	2.80	 0.29
NYC	2016-02-24 06:51	2.20	  0.6
LGA	2016-02-24 06:51	2.80	  0.6
JFK	2016-02-24 06:51	3.90	 0.29
NYC	2016-02-24 07:38	2.20	 0.39
JFK	2016-02-24 07:51	3.90	 0.29
NYC	2016-02-24 07:51	2.20	  0.6
LGA	2016-02-24 07:51	2.80	  0.0
NYC	2016-02-24 08:09	2.80	 1.67
LGA	2016-02-24 08:10	3.00	  0.0
LGA	2016-02-24 08:31	3.00	 0.48
NYC	2016-02-24 08:35	2.80	 0.87
JFK	2016-02-24 08:51	4.40	 0.29
NYC	2016-02-24 08:51	2.80	  0.6
LGA	2016-02-24 08:51	2.80	  0.6
JFK	2016-02-24 09:35	5.00	  1.3
NYC	2016-02-24 09:43	2.80	 0.71
LGA	2016-02-24 09:51	2.80	  0.6
NYC	2016-02-24 09:51	2.80	  0.6
JFK	2016-02-24 09:51	5.00	  1.2
NYC	2016-02-24 10:27	3.30	 0.56
NYC	2016-02-24 10:35	3.30	 0.43
LGA	2016-02-24 10:42	3.00	 0.36
NYC	2016-02-24 10:51	3.30	 0.29
LGA	2016-02-24 10:51	3.30	 0.29
JFK	2016-02-24 10:51	5.00	 0.29
LGA	2016-02-24 10:59	3.00	  0.0
NYC	2016-02-24 11:02	3.30	  7.5
JFK	2016-02-24 11:21	6.00	 0.71
NYC	2016-02-24 11:22	3.30	 1.39
NYC	2016-02-24 11:47	3.00	 0.65
NYC	2016-02-24 11:51	3.30	  0.6
JFK	2016-02-24 11:51	5.60	  0.6
LGA	2016-02-24 11:51	3.30	 0.29
NYC	2016-02-24 12:01	3.30	  0.0
NYC	2016-02-24 12:33	3.30	  0.0
JFK	2016-02-24 12:51	6.10	  0.6
NYC	2016-02-24 12:51	3.30	 0.29
LGA	2016-02-24 12:51	3.30	  0.6
NYC	2016-02-24 12:58	3.30	  0.0
NYC	2016-02-24 13:09	3.30	  0.0
NYC	2016-02-24 13:31	3.30	 0.48
NYC	2016-02-24 13:40	3.30	 0.38
LGA	2016-02-24 13:41	4.00	 0.37
NYC	2016-02-24 13:49	4.00	 0.62
JFK	2016-02-24 13:51	6.70	  0.0
NYC	2016-02-24 13:51	3.90	  0.6
LGA	2016-02-24 13:51	3.90	  0.6
NYC	2016-02-24 14:42	3.90	 0.73
LGA	2016-02-24 14:51	3.90	 0.89
NYC	2016-02-24 14:51	4.40	  0.6
JFK	2016-02-24 14:51	7.80	  1.2
NYC	2016-02-24 15:14	4.40	 1.07
NYC	2016-02-24 15:28	4.40	 0.54
LGA	2016-02-24 15:37	4.00	 0.41
NYC	2016-02-24 15:51	4.40	  0.6
LGA	2016-02-24 15:51	3.90	  0.6
JFK	2016-02-24 15:51	9.40	  0.6
JFK	2016-02-24 16:11	9.00	 5.56
JFK	2016-02-24 16:33	9.00	 5.55
NYC	2016-02-24 16:47	5.00	 3.89
LGA	2016-02-24 16:48	4.00	  0.0
NYC	2016-02-24 16:51	5.00	 3.88
LGA	2016-02-24 16:51	4.40	 6.87
JFK	2016-02-24 16:51	9.40	 4.19
NYC	2016-02-24 16:56	5.00	  0.0
JFK	2016-02-24 16:59	9.00	  0.0
LGA	2016-02-24 17:20	4.00	 4.56
NYC	2016-02-24 17:37	5.00	 8.64
NYC	2016-02-24 17:42	5.60	 8.34
LGA	2016-02-24 17:51	5.00	 6.27
JFK	2016-02-24 17:51	10.00	 7.76
NYC	2016-02-24 17:51	5.00	 7.76
NYC	2016-02-24 18:06	5.60	  7.6
JFK	2016-02-24 18:22	11.00	  0.0
LGA	2016-02-24 18:30	4.00	  0.0
NYC	2016-02-24 18:33	5.60	 3.69
NYC	2016-02-24 18:44	6.10	 3.46
NYC	2016-02-24 18:51	6.10	 3.88
JFK	2016-02-24 18:51	11.10	 6.58
LGA	2016-02-24 18:51	4.40	 8.36
NYC	2016-02-24 19:02	6.10	  7.5
LGA	2016-02-24 19:09	4.00	 5.07
NYC	2016-02-24 19:12	6.70	 1.25
LGA	2016-02-24 19:32	6.00	  0.0
JFK	2016-02-24 19:36	12.00	 2.12
NYC	2016-02-24 19:51	7.20	  0.6
LGA	2016-02-24 19:51	5.60	  1.2
JFK	2016-02-24 19:51	12.20	 1.49
NYC	2016-02-24 19:59	7.20	 0.52
NYC	2016-02-24 20:09	7.80	  3.4
LGA	2016-02-24 20:11	6.00	 4.15
NYC	2016-02-24 20:20	8.30	 1.53
NYC	2016-02-24 20:51	12.20	  0.6
JFK	2016-02-24 20:51	12.80	 0.29
LGA	2016-02-24 20:51	11.70	 0.89
LGA	2016-02-24 21:08	13.00	  0.0
JFK	2016-02-24 21:13	13.00	 2.35
NYC	2016-02-24 21:17	12.80	  0.0
LGA	2016-02-24 21:26	12.00	  0.0
NYC	2016-02-24 21:27	12.80	 1.13
JFK	2016-02-24 21:51	12.20	 0.89
NYC	2016-02-24 21:51	12.80	 0.89
LGA	2016-02-24 21:51	12.20	  0.0
LGA	2016-02-24 22:04	12.00	  0.0
NYC	2016-02-24 22:09	12.20	  6.8
LGA	2016-02-24 22:10	12.00	  0.0
JFK	2016-02-24 22:14	12.00	 1.07
NYC	2016-02-24 22:31	12.20	 4.92
JFK	2016-02-24 22:39	13.00	 0.38
NYC	2016-02-24 22:40	12.80	 3.81
NYC	2016-02-24 22:51	12.80	 2.99
LGA	2016-02-24 22:51	12.80	 2.69
JFK	2016-02-24 22:51	12.80	 0.29
JFK	2016-02-24 22:59	12.00	  0.0
NYC	2016-02-24 23:49	13.00	 0.31
NYC	2016-02-24 23:51	12.80	 0.29
JFK	2016-02-24 23:51	12.20	  0.6
LGA	2016-02-24 23:51	12.20	  0.0
NYC	2016-02-25 00:05	12.80	  0.0
NYC	2016-02-25 00:32	13.30	 2.85
JFK	2016-02-25 00:51	12.20	  0.6
LGA	2016-02-25 00:51	14.40	  1.2
NYC	2016-02-25 00:51	13.30	 2.09
LGA	2016-02-25 01:01	14.00	  0.0
NYC	2016-02-25 01:09	14.40	  3.4
LGA	2016-02-25 01:18	14.00	  0.0
NYC	2016-02-25 01:18	13.90	  1.7
LGA	2016-02-25 01:51	14.40	  0.0
NYC	2016-02-25 01:51	14.40	  1.2
JFK	2016-02-25 01:51	12.80	  0.0
JFK	2016-02-25 02:51	12.80	 0.89
LGA	2016-02-25 02:51	15.00	  0.6
NYC	2016-02-25 02:51	13.90	  1.2
NYC	2016-02-25 03:02	13.90	  0.0
NYC	2016-02-25 03:24	14.40	 2.55
JFK	2016-02-25 03:25	13.00	 1.22
NYC	2016-02-25 03:28	14.40	 2.19
NYC	2016-02-25 03:51	14.40	 2.39
JFK	2016-02-25 03:51	13.30	  0.6
LGA	2016-02-25 03:51	14.40	 0.89
LGA	2016-02-25 04:08	14.00	 1.88
NYC	2016-02-25 04:14	13.90	 3.26
NYC	2016-02-25 04:23	13.90	 3.97
JFK	2016-02-25 04:29	14.00	  0.0
LGA	2016-02-25 04:29	15.00	  8.4
LGA	2016-02-25 04:49	16.00	12.44
LGA	2016-02-25 04:50	16.10	12.19
JFK	2016-02-25 04:51	13.90	 0.29
NYC	2016-02-25 04:51	15.00	 2.69
NYC	2016-02-25 05:04	15.60	 3.75
LGA	2016-02-25 05:22	16.00	  0.0
LGA	2016-02-25 05:37	15.00	  0.0
NYC	2016-02-25 05:51	15.00	 0.29
LGA	2016-02-25 05:51	14.40	  0.0
JFK	2016-02-25 05:51	12.80	 1.49
NYC	2016-02-25 06:30	15.00	  0.5
JFK	2016-02-25 06:51	12.20	 0.89
LGA	2016-02-25 06:51	15.00	  0.6
NYC	2016-02-25 06:51	15.60	 0.29
LGA	2016-02-25 07:24	13.00	  0.0
LGA	2016-02-25 07:51	12.80	  0.0
NYC	2016-02-25 07:51	13.90	  0.0
JFK	2016-02-25 07:51	11.70	  0.0
LGA	2016-02-25 08:33	12.00	  0.0
LGA	2016-02-25 08:40	11.00	  0.0
JFK	2016-02-25 08:51	10.00	  0.0
LGA	2016-02-25 08:51	11.10	  0.0
NYC	2016-02-25 08:51	13.30	  0.0
LGA	2016-02-25 09:46	11.00	  0.0
LGA	2016-02-25 09:47	11.00	  0.0
JFK	2016-02-25 09:51	8.90	  0.0
LGA	2016-02-25 09:51	10.60	  0.0
NYC	2016-02-25 09:51	11.70	  0.0
LGA	2016-02-25 10:06	10.00	  0.0
JFK	2016-02-25 10:34	8.00	  0.0
JFK	2016-02-25 10:49	8.00	  0.0
NYC	2016-02-25 10:51	11.70	  0.0
LGA	2016-02-25 10:51	10.60	  0.0
JFK	2016-02-25 10:51	7.80	  0.0
JFK	2016-02-25 11:14	8.00	  0.0
LGA	2016-02-25 11:38	9.00	  0.0
JFK	2016-02-25 11:51	7.80	  0.0
LGA	2016-02-25 11:51	8.30	  0.0
NYC	2016-02-25 11:51	11.70	  0.0
NYC	2016-02-25 12:02	11.70	  0.0
JFK	2016-02-25 12:51	8.90	  0.0
NYC	2016-02-25 12:51	12.80	  0.0
LGA	2016-02-25 12:51	10.60	  0.0
NYC	2016-02-25 13:51	11.70	  0.0
LGA	2016-02-25 13:51	12.20	  0.0
JFK	2016-02-25 13:51	9.40	  0.0
NYC	2016-02-25 14:43	11.10	  0.0
NYC	2016-02-25 14:51	11.10	  0.0
JFK	2016-02-25 14:51	10.00	  0.0
LGA	2016-02-25 14:51	11.70	  0.0
NYC	2016-02-25 15:32	10.60	  0.0
LGA	2016-02-25 15:37	11.00	  0.0
LGA	2016-02-25 15:51	11.10	  0.0
JFK	2016-02-25 15:51	10.00	  0.0
NYC	2016-02-25 15:51	10.00	  0.0
NYC	2016-02-25 15:58	10.00	  0.0
LGA	2016-02-25 16:15	11.00	  0.0
JFK	2016-02-25 16:17	8.00	  0.0
JFK	2016-02-25 16:51	10.00	  0.0
LGA	2016-02-25 16:51	10.60	  0.0
NYC	2016-02-25 16:51	9.40	  0.0
LGA	2016-02-25 17:46	10.00	  0.0
NYC	2016-02-25 17:47	9.00	  0.0
JFK	2016-02-25 17:51	9.40	  0.0
LGA	2016-02-25 17:51	10.00	  0.0
NYC	2016-02-25 17:51	8.90	  0.0
NYC	2016-02-25 18:09	8.90	  0.0
JFK	2016-02-25 18:20	10.00	  0.0
JFK	2016-02-25 18:51	10.00	  0.0
LGA	2016-02-25 18:51	9.40	  0.0
NYC	2016-02-25 18:51	8.90	  0.0
NYC	2016-02-25 19:51	8.30	  0.0
JFK	2016-02-25 19:51	8.90	  0.0
LGA	2016-02-25 19:51	8.90	  0.0
NYC	2016-02-25 20:51	7.20	  0.0
LGA	2016-02-25 20:51	7.80	  0.0
JFK	2016-02-25 20:51	7.80	  0.0
LGA	2016-02-25 21:46	6.00	  0.0
NYC	2016-02-25 21:51	4.40	  0.0
LGA	2016-02-25 21:51	5.00	  0.0
JFK	2016-02-25 21:51	6.10	  0.0
LGA	2016-02-25 22:06	6.00	  0.0
NYC	2016-02-25 22:38	5.00	  0.0
LGA	2016-02-25 22:51	5.60	  0.0
JFK	2016-02-25 22:51	5.60	  0.0
NYC	2016-02-25 22:51	5.00	  0.0
NYC	2016-02-25 23:51	4.40	  0.0
LGA	2016-02-25 23:51	5.00	  0.0
JFK	2016-02-25 23:51	5.60	  0.0
NYC	2016-02-25 23:58	4.40	  0.0
NYC	2016-02-26 00:12	4.40	  0.0
NYC	2016-02-26 00:24	3.90	  0.0
JFK	2016-02-26 00:51	5.00	  0.0
LGA	2016-02-26 00:51	4.40	  0.0
NYC	2016-02-26 00:51	3.90	  0.0
NYC	2016-02-26 01:02	3.90	  0.0
JFK	2016-02-26 01:51	5.00	  0.0
LGA	2016-02-26 01:51	5.00	  0.0
NYC	2016-02-26 01:51	4.40	  0.0
JFK	2016-02-26 02:51	5.00	  0.0
NYC	2016-02-26 02:51	4.40	  0.0
LGA	2016-02-26 02:51	5.00	  0.0
NYC	2016-02-26 03:18	4.40	  0.0
NYC	2016-02-26 03:34	3.30	  0.0
JFK	2016-02-26 03:51	5.00	  0.0
LGA	2016-02-26 03:51	3.90	  0.0
NYC	2016-02-26 03:51	3.30	  0.0
JFK	2016-02-26 04:51	3.90	  0.0
LGA	2016-02-26 04:51	3.90	  0.0
NYC	2016-02-26 04:51	3.30	  0.0
LGA	2016-02-26 05:51	3.90	  0.0
JFK	2016-02-26 05:51	3.90	  0.0
NYC	2016-02-26 05:51	3.30	  0.0
NYC	2016-02-26 06:51	2.20	  0.0
LGA	2016-02-26 06:51	2.80	  0.0
JFK	2016-02-26 06:51	2.80	  0.0
LGA	2016-02-26 07:51	2.80	  0.0
JFK	2016-02-26 07:51	2.80	  0.0
NYC	2016-02-26 07:51	2.20	  0.0
JFK	2016-02-26 08:51	2.80	  0.0
LGA	2016-02-26 08:51	2.20	  0.0
NYC	2016-02-26 08:51	1.70	  0.0
NYC	2016-02-26 09:51	1.10	  0.0
LGA	2016-02-26 09:51	1.70	  0.0
JFK	2016-02-26 09:51	2.20	  0.0
NYC	2016-02-26 10:51	0.60	  0.0
LGA	2016-02-26 10:51	1.10	  0.0
JFK	2016-02-26 10:51	1.70	  0.0
JFK	2016-02-26 11:51	1.10	  0.0
LGA	2016-02-26 11:51	1.10	  0.0
LGA	2016-02-26 12:51	0.60	  0.0
JFK	2016-02-26 12:51	1.10	  0.0
JFK	2016-02-26 13:51	1.70	  0.0
LGA	2016-02-26 13:51	1.10	  0.0
NYC	2016-02-26 14:51	0.60	  0.0
JFK	2016-02-26 14:51	2.20	  0.0
LGA	2016-02-26 14:51	1.10	  0.0
NYC	2016-02-26 15:51	1.10	  0.0
LGA	2016-02-26 15:51	1.70	  0.0
JFK	2016-02-26 15:51	3.30	  0.0
JFK	2016-02-26 16:51	3.30	  0.0
LGA	2016-02-26 16:51	1.70	  0.0
NYC	2016-02-26 16:51	1.70	  0.0
NYC	2016-02-26 17:51	1.70	  0.0
LGA	2016-02-26 17:51	2.20	  0.0
JFK	2016-02-26 17:51	3.30	  0.0
JFK	2016-02-26 18:51	3.30	  0.0
LGA	2016-02-26 18:51	2.80	  0.0
NYC	2016-02-26 18:51	2.20	  0.0
LGA	2016-02-26 19:51	2.20	  0.0
JFK	2016-02-26 19:51	3.30	  0.0
NYC	2016-02-26 19:51	1.70	  0.0
LGA	2016-02-26 20:51	2.20	  0.0
JFK	2016-02-26 20:51	3.30	  0.0
NYC	2016-02-26 20:51	1.70	  0.0
NYC	2016-02-26 21:51	1.10	  0.0
JFK	2016-02-26 21:51	2.20	  0.0
LGA	2016-02-26 21:51	1.70	  0.0
LGA	2016-02-26 22:51	1.10	  0.0
JFK	2016-02-26 22:51	1.10	  0.0
JFK	2016-02-26 23:51	0.60	  0.0
LGA	2016-02-26 23:51	0.60	  0.0
JFK	2016-02-27 13:51	0.60	  0.0
LGA	2016-02-27 14:51	0.60	  0.0
JFK	2016-02-27 14:51	1.10	  0.0
JFK	2016-02-27 15:51	1.70	  0.0
LGA	2016-02-27 15:51	0.60	  0.0
JFK	2016-02-27 16:51	1.70	  0.0
NYC	2016-02-27 16:51	2.20	  0.0
LGA	2016-02-27 16:51	2.20	  0.0
JFK	2016-02-27 17:51	2.80	  0.0
NYC	2016-02-27 17:51	2.80	  0.0
LGA	2016-02-27 17:51	2.80	  0.0
LGA	2016-02-27 18:51	3.30	  0.0
NYC	2016-02-27 18:51	3.90	  0.0
JFK	2016-02-27 18:51	3.30	  0.0
NYC	2016-02-27 19:51	4.40	  0.0
JFK	2016-02-27 19:51	3.30	  0.0
LGA	2016-02-27 19:51	4.40	  0.0
LGA	2016-02-27 20:51	5.00	  0.0
NYC	2016-02-27 20:51	5.00	  0.0
JFK	2016-02-27 20:51	3.90	  0.0
LGA	2016-02-27 21:51	5.60	  0.0
NYC	2016-02-27 21:51	4.40	  0.0
JFK	2016-02-27 21:51	3.90	  0.0
NYC	2016-02-27 22:51	4.40	  0.0
JFK	2016-02-27 22:51	4.40	  0.0
LGA	2016-02-27 22:51	5.00	  0.0
LGA	2016-02-27 23:51	5.00	  0.0
NYC	2016-02-27 23:51	4.40	  0.0
JFK	2016-02-27 23:51	3.90	  0.0
JFK	2016-02-28 00:51	3.90	  0.0
NYC	2016-02-28 00:51	3.90	  0.0
LGA	2016-02-28 00:51	5.00	  0.0
NYC	2016-02-28 01:51	3.90	  0.0
JFK	2016-02-28 01:51	3.90	  0.0
LGA	2016-02-28 01:51	5.00	  0.0
JFK	2016-02-28 02:51	3.90	  0.0
NYC	2016-02-28 02:51	3.90	  0.0
LGA	2016-02-28 02:51	5.00	  0.0
LGA	2016-02-28 03:51	4.40	  0.0
JFK	2016-02-28 03:51	3.30	  0.0
NYC	2016-02-28 03:51	3.90	  0.0
LGA	2016-02-28 04:51	4.40	  0.0
JFK	2016-02-28 04:51	3.30	  0.0
NYC	2016-02-28 04:51	3.90	  0.0
NYC	2016-02-28 05:51	3.90	  0.0
JFK	2016-02-28 05:51	3.30	  0.0
LGA	2016-02-28 05:51	4.40	  0.0
NYC	2016-02-28 06:51	3.90	  0.0
LGA	2016-02-28 06:51	3.90	  0.0
JFK	2016-02-28 06:51	3.90	  0.0
NYC	2016-02-28 07:51	3.30	  0.0
LGA	2016-02-28 07:51	3.90	  0.0
JFK	2016-02-28 07:51	2.80	  0.0
NYC	2016-02-28 08:51	3.30	  0.0
LGA	2016-02-28 08:51	3.90	  0.0
JFK	2016-02-28 08:51	2.80	  0.0
LGA	2016-02-28 09:51	3.90	  0.0
JFK	2016-02-28 09:51	1.70	  0.0
NYC	2016-02-28 09:51	3.30	  0.0
NYC	2016-02-28 10:51	3.30	  0.0
LGA	2016-02-28 10:51	3.90	  0.0
JFK	2016-02-28 10:51	2.20	  0.0
NYC	2016-02-28 11:51	3.90	  0.0
LGA	2016-02-28 11:51	4.40	  0.0
JFK	2016-02-28 11:51	2.80	  0.0
LGA	2016-02-28 12:51	5.00	  0.0
JFK	2016-02-28 12:51	4.40	  0.0
NYC	2016-02-28 12:51	3.90	  0.0
LGA	2016-02-28 13:51	6.10	  0.0
NYC	2016-02-28 13:51	5.00	  0.0
JFK	2016-02-28 13:51	5.60	  0.0
LGA	2016-02-28 14:51	7.80	  0.0
JFK	2016-02-28 14:51	7.20	  0.0
NYC	2016-02-28 14:51	7.20	  0.0
NYC	2016-02-28 15:51	9.40	  0.0
JFK	2016-02-28 15:51	9.40	  0.0
LGA	2016-02-28 15:51	10.00	  0.0
NYC	2016-02-28 16:51	11.70	  0.0
LGA	2016-02-28 16:51	11.70	  0.0
JFK	2016-02-28 16:51	12.20	  0.0
LGA	2016-02-28 17:51	13.90	  0.0
JFK	2016-02-28 17:51	13.90	  0.0
NYC	2016-02-28 17:51	13.90	  0.0
LGA	2016-02-28 18:51	15.00	  0.0
NYC	2016-02-28 18:51	14.40	  0.0
JFK	2016-02-28 18:51	13.30	  0.0
JFK	2016-02-28 19:51	12.20	  0.0
NYC	2016-02-28 19:51	15.60	  0.0
LGA	2016-02-28 19:51	15.60	  0.0
LGA	2016-02-28 20:51	16.10	  0.0
JFK	2016-02-28 20:51	10.60	  0.0
NYC	2016-02-28 20:51	15.60	  0.0
LGA	2016-02-28 21:51	16.10	  0.0
NYC	2016-02-28 21:51	15.60	  0.0
JFK	2016-02-28 21:51	9.40	  0.0
LGA	2016-02-28 22:51	16.10	  0.0
JFK	2016-02-28 22:51	8.90	  0.0
NYC	2016-02-28 22:51	15.00	  0.0
